Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YGL205W	POX1	chrVII	+	108158	110404	0.0	0.0	0.0
YGR025W	.	chrVII	+	532639	532941	0.0	0.0	0.0
YGL123W	RPS2	chrVII	+	277617	278381	0.0	0.0	0.0
YGL038C	OCH1	chrVII	-	425362	426804	0.0	0.0	0.0
YGR030C	POP6	chrVII	-	545681	546157	0.0	0.0	0.0
YGL107C	RMD9	chrVII	-	304333	306273	0.0	0.0	0.0
YGL028C	SCW11	chrVII	-	441281	442909	0.0	0.0	0.0
YGR063C	SPT4	chrVII	-	617516	617824	0.0	0.0	0.0
YGL024W	.	chrVII	+	449788	450123	0.0	0.0	0.0
YGL072C	.	chrVII	-	371003	371362	0.0	0.0	0.0
YGR004W	PEX31	chrVII	+	502938	504326	0.0	0.0	0.0
YGL187C	COX4	chrVII	-	149704	150171	0.0	0.0	0.0
YGR050C	.	chrVII	-	592086	592442	0.0	0.0	0.0
YGR016W	.	chrVII	+	522261	522833	0.0	0.0	0.0
YGL077C	HNM1	chrVII	-	362225	363916	0.0	0.0	0.0
YGL149W	.	chrVII	+	225572	225877	0.0	0.0	0.0
YGL159W	.	chrVII	+	202721	203833	0.0	0.0	0.0
YGL017W	ATE1	chrVII	+	459854	461365	0.0	0.0	0.0
YGR109W-A	.	chrVII	+	707610	708482	0.0	0.0	0.0
YGR092W	DBF2	chrVII	+	668189	669907	0.0	0.0	0.0
YGR253C	PUP2	chrVII	-	998358	999140	0.0	0.0	0.0
YGL098W	USE1	chrVII	+	317342	318079	0.0	0.0	0.0
YGL078C	DBP3	chrVII	-	360288	361859	0.0	0.0	0.0
YGL016W	KAP122	chrVII	+	461666	464911	0.0	0.0	0.0
YGR112W	SHY1	chrVII	+	717358	718527	0.0	0.0	0.0
YGR125W	.	chrVII	+	742325	745435	0.0	0.0	0.0
YGR137W	.	chrVII	+	762888	763262	0.0	0.0	0.0
YGR237C	.	chrVII	-	963298	965655	0.0	0.0	0.0
YGR104C	SRB5	chrVII	-	697445	698368	0.0	0.0	0.0
YGR256W	GND2	chrVII	+	1004624	1006102	0.0	0.0	0.0
YGR074W	SMD1	chrVII	+	635712	636152	0.0	0.0	0.0
YGR140W	CBF2	chrVII	+	767429	770299	0.0	0.0	0.0
YGR265W	.	chrVII	+	1021648	1022058	0.0	0.0	0.0
YGR281W	YOR1	chrVII	+	1052824	1057257	0.0	0.0	0.0
tG(GCC)G2	.	chrVII	-	930953	931023	0.0	0.0	0.0
YGR263C	SAY1	chrVII	-	1017967	1019241	0.0	0.0	0.0
YGR108W	CLB1	chrVII	+	703636	705051	0.0	0.0	0.0
YGL166W	CUP2	chrVII	+	191129	191806	0.0	0.0	0.0
YGL233W	SEC15	chrVII	+	59122	61854	0.0	0.0	0.0
YGL170C	SPO74	chrVII	-	184153	185394	0.0	0.0	0.0
YGL047W	ALG13	chrVII	+	411552	412160	0.0	0.0	0.0
YGR109C	CLB6	chrVII	-	705359	706501	0.0	0.0	0.0
YGR161W-C	.	chrVII	+	810227	810505	0.0	0.0	0.0
YGR176W	.	chrVII	+	848720	849067	0.0	0.0	0.0
YGR183C	QCR9	chrVII	-	859063	859476	0.0	0.0	0.0
YGR225W	AMA1	chrVII	+	945145	947019	0.0	0.0	0.0
YGR283C	.	chrVII	-	1059015	1060040	0.0	0.0	0.0
YGR146C	ECL1	chrVII	-	784223	784858	0.0	0.0	0.0
YGR238C	KEL2	chrVII	-	966039	968687	0.0	0.0	0.0
YGL236C	MTO1	chrVII	-	53787	55796	0.0	0.0	0.0
YGL088W	.	chrVII	+	345836	346201	0.0	0.0	0.0
YGR045C	.	chrVII	-	583934	584296	0.0	0.0	0.0
YGR086C	PIL1	chrVII	-	649598	650617	0.0	0.0	0.0
YGR148C	RPL24B	chrVII	-	787312	787779	0.0	0.0	0.0
YGR071C	ENV11	chrVII	-	631481	634063	0.0	0.0	0.0
YGR034W	RPL26B	chrVII	+	555812	556672	0.0	0.0	0.0
YGR075C	PRP38	chrVII	-	636147	636875	0.0	0.0	0.0
YGR221C	TOS2	chrVII	-	937124	938992	0.0	0.0	0.0
YGR240C	PFK1	chrVII	-	970771	973734	0.0	0.0	0.0
tT(UGU)G2	.	chrVII	+	1004216	1004287	0.0	0.0	0.0
YGR284C	ERV29	chrVII	-	1060658	1061590	0.0	0.0	0.0
YGR213C	RTA1	chrVII	-	918512	919465	0.0	0.0	0.0
YGL144C	ROG1	chrVII	-	232450	234507	0.0	0.0	0.0
YGL034C	.	chrVII	-	433214	433579	0.0	0.0	0.0
YGR204W	ADE3	chrVII	+	905934	908774	0.0	0.0	0.0
YGR258C	RAD2	chrVII	-	1007671	1010766	0.0	0.0	0.0
YGL134W	PCL10	chrVII	+	255663	256964	0.0	0.0	0.0
YGR040W	KSS1	chrVII	+	575398	576504	0.0	0.0	0.0
YGL193C	.	chrVII	-	141916	142227	0.0	0.0	0.0
YGR132C	PHB1	chrVII	-	755589	756452	0.0	0.0	0.0
YGR057C	LST7	chrVII	-	604773	605501	0.0	0.0	0.0
YGR144W	THI4	chrVII	+	780399	781379	0.0	0.0	0.0
YGR093W	DRN1	chrVII	+	670388	671911	0.0	0.0	0.0
YGR277C	CAB4	chrVII	-	1045644	1046561	0.0	0.0	0.0
snR39	.	chrVII	-	365163	365251	0.0	0.0	0.0
YGL130W	CEG1	chrVII	+	266145	267524	0.0	0.0	0.0
YGL167C	PMR1	chrVII	-	187616	190468	0.0	0.0	0.0
YGL114W	.	chrVII	+	293460	295637	0.0	0.0	0.0
YGR099W	TEL2	chrVII	+	687899	689965	0.0	0.0	0.0
YGR114C	.	chrVII	-	720265	720654	0.0	0.0	0.0
YGR070W	ROM1	chrVII	+	627806	631273	0.0	0.0	0.0
YGL023C	PIB2	chrVII	-	450197	452104	0.0	0.0	0.0
tA(UGC)G	.	chrVII	+	794417	794489	0.0	0.0	0.0
YGL184C	STR3	chrVII	-	154615	156012	0.0	0.0	0.0
tE(UUC)G1	SOE1	chrVII	+	328583	328654	0.0	0.0	0.0
YGL120C	PRP43	chrVII	-	281634	283937	0.0	0.0	0.0
YGL245W	GUS1	chrVII	+	39023	41149	0.0	0.0	0.0
YGL223C	COG1	chrVII	-	79112	80365	0.0	0.0	0.0
YGL035C	MIG1	chrVII	-	431548	433062	0.0	0.0	0.0
YGL192W	IME4	chrVII	+	142246	144048	0.0	0.0	0.0
YGR008C	STF2	chrVII	-	508110	508364	0.0	0.0	0.0
YGL090W	LIF1	chrVII	+	343319	344584	0.0	0.0	0.0
YGR135W	PRE9	chrVII	+	761392	762168	0.0	0.0	0.0
YGR188C	BUB1	chrVII	-	872044	875109	0.0	0.0	0.0
YGR224W	AZR1	chrVII	+	942806	944647	0.0	0.0	0.0
YGR136W	LSB1	chrVII	+	762428	763153	0.0	0.0	0.0
YGL185C	.	chrVII	-	153167	154306	0.0	0.0	0.0
YGL068W	MNP1	chrVII	+	375087	375671	0.0	0.0	0.0
YGR157W	CHO2	chrVII	+	802440	805049	0.0	0.0	0.0
YGR181W	TIM13	chrVII	+	858287	858604	0.0	0.0	0.0
YGL027C	CWH41	chrVII	-	443642	446143	0.0	0.0	0.0
YGR123C	PPT1	chrVII	-	736662	738203	0.0	0.0	0.0
YGL091C	NBP35	chrVII	-	342056	343042	0.0	0.0	0.0
YGR241C	YAP1802	chrVII	-	974875	976581	0.0	0.0	0.0
snR10	.	chrVII	+	345986	346230	0.0	0.0	0.0
YGL022W	STT3	chrVII	+	452404	454560	0.0	0.0	0.0
YGL262W	.	chrVII	+	5312	5839	0.0	0.0	0.0
YGR228W	.	chrVII	+	949365	949709	0.0	0.0	0.0
YGR113W	DAM1	chrVII	+	718893	719924	0.0	0.0	0.0
YGR214W	RPS0A	chrVII	+	920575	921788	0.0	0.0	0.0
snR46	.	chrVII	+	545370	545566	0.0	0.0	0.0
YGR103W	NOP7	chrVII	+	695417	697234	0.0	0.0	0.0
YGR218W	CRM1	chrVII	+	932541	935795	0.0	0.0	0.0
YGR279C	SCW4	chrVII	-	1048798	1049958	0.0	0.0	0.0
YGL164C	YRB30	chrVII	-	191978	193300	0.0	0.0	0.0
YGL033W	HOP2	chrVII	+	435625	436401	0.0	0.0	0.0
YGL110C	CUE3	chrVII	-	301537	303411	0.0	0.0	0.0
YGR200C	ELP2	chrVII	-	899904	902270	0.0	0.0	0.0
YGL002W	ERP6	chrVII	+	494517	495167	0.0	0.0	0.0
YGL217C	.	chrVII	-	84839	85180	0.0	0.0	0.0
YGR130C	.	chrVII	-	751394	753844	0.0	0.0	0.0
YGL147C	RPL9A	chrVII	-	227754	228329	0.0	0.0	0.0
YGR262C	BUD32	chrVII	-	1016974	1017759	0.0	0.0	0.0
YGR150C	CCM1	chrVII	-	790459	793053	0.0	0.0	0.0
YGR282C	BGL2	chrVII	-	1057783	1058724	0.0	0.0	0.0
YGL119W	COQ8	chrVII	+	284442	285947	0.0	0.0	0.0
YGR017W	.	chrVII	+	523787	524680	0.0	0.0	0.0
YGL239C	.	chrVII	-	49431	49745	0.0	0.0	0.0
YGR274C	TAF1	chrVII	-	1039895	1043095	0.0	0.0	0.0
YGL227W	VID30	chrVII	+	69671	72547	0.0	0.0	0.0
YGR058W	PEF1	chrVII	+	606136	607143	0.0	0.0	0.0
YGL176C	.	chrVII	-	171415	173079	0.0	0.0	0.0
YGL251C	HFM1	chrVII	-	27921	31636	0.0	0.0	0.0
YGR196C	FYV8	chrVII	-	889733	892186	0.0	0.0	0.0
YGL179C	TOS3	chrVII	-	163409	165091	0.0	0.0	0.0
YGL138C	.	chrVII	-	248494	249531	0.0	0.0	0.0
tK(CUU)G2	.	chrVII	-	185714	185786	0.0	0.0	0.0
YGR083C	GCD2	chrVII	-	644860	646815	0.0	0.0	0.0
YGR251W	NOP19	chrVII	+	995639	996229	0.0	0.0	0.0
YGL080W	MPC1	chrVII	+	358636	359028	0.0	0.0	0.0
YGL094C	PAN2	chrVII	-	331118	334465	0.0	0.0	0.0
YGL071W	AFT1	chrVII	+	372012	374084	0.0	0.0	0.0
YGR212W	SLI1	chrVII	+	917040	918446	0.0	0.0	0.0
YGR024C	THG1	chrVII	-	531883	532596	0.0	0.0	0.0
YGR226C	.	chrVII	-	946792	947001	0.0	0.0	0.0
YGL220W	.	chrVII	+	82374	82736	0.0	0.0	0.0
YGL065C	ALG2	chrVII	-	379760	381271	0.0	0.0	0.0
tK(UUU)G2	.	chrVII	-	700953	701048	0.0	0.0	0.0
YGR084C	MRP13	chrVII	-	647123	648142	0.0	0.0	0.0
YGR167W	CLC1	chrVII	+	832456	833157	0.0	0.0	0.0
YGR296C-B	.	chrVII	-	1089746	1090228	0.0	0.0	0.0
YGR269W	.	chrVII	+	1026636	1026962	0.0	0.0	0.0
YGL089C	MF(ALPHA)2	chrVII	-	344791	345153	0.0	0.0	0.0
YGL146C	RRT6	chrVII	-	228751	229686	0.0	0.0	0.0
YGR037C	ACB1	chrVII	-	559731	559994	0.0	0.0	0.0
YGL015C	.	chrVII	-	465043	465435	0.0	0.0	0.0
YGR106C	VOA1	chrVII	-	698989	699786	0.0	0.0	0.0
YGL006W-A	.	chrVII	+	485423	485533	0.0	0.0	0.0
YGR082W	TOM20	chrVII	+	644044	644595	0.0	0.0	0.0
YGR089W	NNF2	chrVII	+	656960	659770	0.0	0.0	0.0
YGR042W	MTE1	chrVII	+	579476	580291	0.0	0.0	0.0
YGL174W	BUD13	chrVII	+	174545	175345	0.0	0.0	0.0
YGL011C	SCL1	chrVII	-	474489	475247	0.0	0.0	0.0
YGR019W	UGA1	chrVII	+	525229	526644	0.0	0.0	0.0
YGL123C-A	.	chrVII	-	277634	277864	0.0	0.0	0.0
YGL018C	JAC1	chrVII	-	459110	459664	0.0	0.0	0.0
YGR026W	.	chrVII	+	532985	533821	0.0	0.0	0.0
tA(AGC)G	.	chrVII	+	774349	774421	0.0	0.0	0.0
YGR189C	CRH1	chrVII	-	876669	878192	0.0	0.0	0.0
YGL101W	.	chrVII	+	312193	312840	0.0	0.0	0.0
YGR147C	NAT2	chrVII	-	786054	786920	0.0	0.0	0.0
YGR249W	MGA1	chrVII	+	988049	989419	0.0	0.0	0.0
tH(GUG)G2	.	chrVII	+	319781	319852	0.0	0.0	0.0
YGL054C	ERV14	chrVII	-	400871	401287	0.0	0.0	0.0
YGL128C	CWC23	chrVII	-	269293	270144	0.0	0.0	0.0
YGL042C	.	chrVII	-	418288	418593	0.0	0.0	0.0
YGR036C	CAX4	chrVII	-	558149	558868	0.0	0.0	0.0
YGL188C-A	.	chrVII	-	148824	148964	0.0	0.0	0.0
YGL208W	SIP2	chrVII	+	97338	98585	0.0	0.0	0.0
tI(AAU)G	.	chrVII	+	739122	739195	0.0	0.0	0.0
YGR139W	.	chrVII	+	765726	766064	0.0	0.0	0.0
YGL001C	ERG26	chrVII	-	495453	496502	0.0	0.0	0.0
YGR120C	COG2	chrVII	-	730033	730821	0.0	0.0	0.0
YGR243W	MPC3	chrVII	+	977336	977776	0.0	0.0	0.0
YGR266W	.	chrVII	+	1022656	1024761	0.0	0.0	0.0
YGL132W	.	chrVII	+	261580	261915	0.0	0.0	0.0
YGR215W	RSM27	chrVII	+	922175	922507	0.0	0.0	0.0
tN(GUU)G	.	chrVII	+	731137	731210	0.0	0.0	0.0
YGL073W	HSF1	chrVII	+	368753	371254	0.0	0.0	0.0
YGR110W	CLD1	chrVII	+	713709	715046	0.0	0.0	0.0
YGL181W	GTS1	chrVII	+	157906	159096	0.0	0.0	0.0
YGR072W	UPF3	chrVII	+	634304	635467	0.0	0.0	0.0
YGL212W	VAM7	chrVII	+	91432	92382	0.0	0.0	0.0
YGL154C	LYS5	chrVII	-	215278	216096	0.0	0.0	0.0
YGL125W	MET13	chrVII	+	272520	274322	0.0	0.0	0.0
tG(GCC)G1	.	chrVII	+	845649	845719	0.0	0.0	0.0
YGL189C	RPS26A	chrVII	-	148229	148588	0.0	0.0	0.0
YGL173C	XRN1	chrVII	-	175527	180113	0.0	0.0	0.0
YGR134W	CAF130	chrVII	+	757770	761138	0.0	0.0	0.0
tL(CAA)G1	.	chrVII	+	205521	205634	0.0	0.0	0.0
YGL014W	PUF4	chrVII	+	466141	468807	0.0	0.0	0.0
YGL180W	ATG1	chrVII	+	160065	162758	0.0	0.0	0.0
YGR124W	ASN2	chrVII	+	739944	741662	0.0	0.0	0.0
YGL261C	PAU11	chrVII	-	6290	6652	0.0	0.0	0.0
YGR259C	.	chrVII	-	1012481	1012921	0.0	0.0	0.0
YGL199C	.	chrVII	-	123572	124042	0.0	0.0	0.0
YGR219W	.	chrVII	+	936035	936376	0.0	0.0	0.0
YGL063W	PUS2	chrVII	+	383654	384766	0.0	0.0	0.0
YGR085C	RPL11B	chrVII	-	648383	648907	0.0	0.0	0.0
YGR294W	PAU12	chrVII	+	1080306	1080668	0.0	0.0	0.0
YGL129C	RSM23	chrVII	-	267723	269075	0.0	0.0	0.0
tK(UUU)G1	.	chrVII	+	115488	115583	0.0	0.0	0.0
YGL056C	SDS23	chrVII	-	396035	397618	0.0	0.0	0.0
YGL030W	RPL30	chrVII	+	439091	439638	0.0	0.0	0.0
YGR081C	SLX9	chrVII	-	643148	643780	0.0	0.0	0.0
YGR229C	SMI1	chrVII	-	949382	950899	0.0	0.0	0.0
YGL242C	.	chrVII	-	44652	45197	0.0	0.0	0.0
YGR121W-A	.	chrVII	+	733412	733627	0.0	0.0	0.0
YGL258W-A	.	chrVII	+	9162	9395	0.0	0.0	0.0
YGL104C	VPS73	chrVII	-	308713	310173	0.0	0.0	0.0
YGL074C	.	chrVII	-	368596	368922	0.0	0.0	0.0
YGR031C-A	NAG1	chrVII	-	546809	547300	0.0	0.0	0.0
YGR126W	.	chrVII	+	745835	746527	0.0	0.0	0.0
YGL121C	GPG1	chrVII	-	280777	281157	0.0	0.0	0.0
YGR043C	NQM1	chrVII	-	580435	581436	0.0	0.0	0.0
YGR293C	.	chrVII	-	1079885	1080346	0.0	0.0	0.0
YGR006W	PRP18	chrVII	+	506070	506825	0.0	0.0	0.0
YGR115C	.	chrVII	-	720372	721151	0.0	0.0	0.0
YGR023W	MTL1	chrVII	+	529264	530919	0.0	0.0	0.0
YGL226C-A	OST5	chrVII	-	72749	73158	0.0	0.0	0.0
YGR002C	SWC4	chrVII	-	498476	499906	0.0	0.0	0.0
YGR047C	TFC4	chrVII	-	586392	589469	0.0	0.0	0.0
YGR187C	HGH1	chrVII	-	870232	871416	0.0	0.0	0.0
YGL069C	.	chrVII	-	375050	375514	0.0	0.0	0.0
YGL163C	RAD54	chrVII	-	193707	196403	0.0	0.0	0.0
YGL026C	TRP5	chrVII	-	446412	448535	0.0	0.0	0.0
YGL248W	PDE1	chrVII	+	35653	36762	0.0	0.0	0.0
YGR192C	TDH3	chrVII	-	882812	883810	0.0	0.0	0.0
YGL122C	NAB2	chrVII	-	278946	280523	0.0	0.0	0.0
YGL043W	DST1	chrVII	+	417483	418412	0.0	0.0	0.0
tK(CUU)G1	.	chrVII	+	122269	122341	0.0	0.0	0.0
YGL225W	VRG4	chrVII	+	76894	77907	0.0	0.0	0.0
tE(UUC)G2	.	chrVII	-	401527	401598	0.0	0.0	0.0
YGR141W	VPS62	chrVII	+	770569	771972	0.0	0.0	0.0
YGL117W	.	chrVII	+	288512	289309	0.0	0.0	0.0
YGL075C	MPS2	chrVII	-	366925	368088	0.0	0.0	0.0
YGL076C	RPL7A	chrVII	-	364335	365996	0.0	0.0	0.0
YGL133W	ITC1	chrVII	+	257707	261501	0.0	0.0	0.0
RME3	.	chrVII	-	33109	35013	0.0	0.0	0.0
YGR149W	GPC1	chrVII	+	789031	790329	0.0	0.0	0.0
YGR001C	EFM5	chrVII	-	497133	498034	0.0	0.0	0.0
YGR155W	CYS4	chrVII	+	798543	800066	0.0	0.0	0.0
YGR180C	RNR4	chrVII	-	855264	856301	0.0	0.0	0.0
YGL066W	SGF73	chrVII	+	377609	379582	0.0	0.0	0.0
YGR285C	ZUO1	chrVII	-	1061852	1063153	0.0	0.0	0.0
YGL196W	DSD1	chrVII	+	129883	131169	0.0	0.0	0.0
YGR107W	.	chrVII	+	702667	703116	0.0	0.0	0.0
YGR209C	TRX2	chrVII	-	912913	913227	0.0	0.0	0.0
YGR055W	MUP1	chrVII	+	599417	601141	0.0	0.0	0.0
YGL131C	SNT2	chrVII	-	261648	265859	0.0	0.0	0.0
YGR179C	OKP1	chrVII	-	853675	854895	0.0	0.0	0.0
YGR270C-A	.	chrVII	-	1027382	1027600	0.0	0.0	0.0
YGL041W-A	.	chrVII	+	418825	419289	0.0	0.0	0.0
YGL263W	COS12	chrVII	+	2790	3932	0.0	0.0	0.0
YGR222W	PET54	chrVII	+	939923	940804	0.0	0.0	0.0
YGR161C	RTS3	chrVII	-	808629	809420	0.0	0.0	0.0
tD(GUC)G2	.	chrVII	-	544577	544648	0.0	0.0	0.0
YGR240C-A	.	chrVII	-	974577	974777	0.0	0.0	0.0
YGR248W	SOL4	chrVII	+	985972	986739	0.0	0.0	0.0
YGL044C	RNA15	chrVII	-	416146	417036	0.0	0.0	0.0
YGL145W	TIP20	chrVII	+	230243	232348	0.0	0.0	0.0
YGR165W	MRPS35	chrVII	+	829116	830153	0.0	0.0	0.0
YGR175C	ERG1	chrVII	-	846933	848423	0.0	0.0	0.0
YGL221C	NIF3	chrVII	-	81426	82292	0.0	0.0	0.0
YGL058W	RAD6	chrVII	+	393986	394504	0.0	0.0	0.0
YGR094W	VAS1	chrVII	+	672186	675500	0.0	0.0	0.0
YGR003W	CUL3	chrVII	+	500132	502366	0.0	0.0	0.0
YGR098C	ESP1	chrVII	-	682566	687458	0.0	0.0	0.0
YGR015C	.	chrVII	-	521090	522076	0.0	0.0	0.0
tR(UCU)G3	.	chrVII	+	736340	736411	0.0	0.0	0.0
snR7-S	.	chrVII	-	939494	939672	0.0	0.0	0.0
YGR280C	PXR1	chrVII	-	1050910	1051725	0.0	0.0	0.0
YGL229C	SAP4	chrVII	-	64503	66959	0.0	0.0	0.0
YGL013C	PDR1	chrVII	-	469092	472298	0.0	0.0	0.0
YGR246C	BRF1	chrVII	-	982482	984272	0.0	0.0	0.0
YGR138C	TPO2	chrVII	-	763762	765606	0.0	0.0	0.0
YGL059W	PKP2	chrVII	+	392223	393698	0.0	0.0	0.0
YGR109W-B	.	chrVII	+	707610	712254	0.0	0.0	0.0
YGR190C	.	chrVII	-	880296	880661	0.0	0.0	0.0
YGR090W	UTP22	chrVII	+	662358	666071	0.0	0.0	0.0
YGR291C	.	chrVII	-	1076283	1076504	0.0	0.0	0.0
YGR172C	YIP1	chrVII	-	842845	843591	0.0	0.0	0.0
YGR095C	RRP46	chrVII	-	675671	676342	0.0	0.0	0.0
snR82	.	chrVII	+	316788	317055	0.0	0.0	0.0
YGL162W	SUT1	chrVII	+	198138	199037	0.0	0.0	0.0
YGL115W	SNF4	chrVII	+	292033	293001	0.0	0.0	0.0
YGR041W	BUD9	chrVII	+	577487	579130	0.0	0.0	0.0
YGL200C	EMP24	chrVII	-	122694	123305	0.0	0.0	0.0
YGR158C	MTR3	chrVII	-	805269	806021	0.0	0.0	0.0
YGR273C	.	chrVII	-	1038715	1039239	0.0	0.0	0.0
YGL084C	GUP1	chrVII	-	350616	352298	0.0	0.0	0.0
YGR020C	VMA7	chrVII	-	526973	527329	0.0	0.0	0.0
YGL222C	EDC1	chrVII	-	80659	81186	0.0	0.0	0.0
YGL099W	LSG1	chrVII	+	314631	316553	0.0	0.0	0.0
YGR292W	MAL12	chrVII	+	1076599	1078353	0.0	0.0	0.0
YGR065C	VHT1	chrVII	-	618077	619858	0.0	0.0	0.0
YGR111W	.	chrVII	+	715828	717030	0.0	0.0	0.0
YGR076C	MRPL25	chrVII	-	637104	637577	0.0	0.0	0.0
YGR096W	TPC1	chrVII	+	676621	677565	0.0	0.0	0.0
YGL201C	MCM6	chrVII	-	117854	120907	0.0	0.0	0.0
YGL228W	SHE10	chrVII	+	67598	69331	0.0	0.0	0.0
tR(UCU)G2	.	chrVII	-	828723	828794	0.0	0.0	0.0
YGL237C	HAP2	chrVII	-	52731	53528	0.0	0.0	0.0
YGL195W	GCN1	chrVII	+	131525	139543	0.0	0.0	0.0
YGL111W	NSA1	chrVII	+	299978	301369	0.0	0.0	0.0
YGR131W	FHN1	chrVII	+	754726	755250	0.0	0.0	0.0
YGR164W	.	chrVII	+	828625	828960	0.0	0.0	0.0
YGR100W	MDR1	chrVII	+	690245	693097	0.0	0.0	0.0
YGL100W	SEH1	chrVII	+	313234	314283	0.0	0.0	0.0
YGL037C	PNC1	chrVII	-	427297	427947	0.0	0.0	0.0
YGL041C	.	chrVII	-	419022	419225	0.0	0.0	0.0
YGR028W	MSP1	chrVII	+	542203	543291	0.0	0.0	0.0
YGR242W	.	chrVII	+	976415	976723	0.0	0.0	0.0
YGL234W	ADE5,7	chrVII	+	56482	58890	0.0	0.0	0.0
tS(AGA)G	.	chrVII	-	561662	561743	0.0	0.0	0.0
YGR022C	.	chrVII	-	529257	529586	0.0	0.0	0.0
YGR220C	MRPL9	chrVII	-	936074	936883	0.0	0.0	0.0
YGL240W	DOC1	chrVII	+	48613	49365	0.0	0.0	0.0
YGR122C-A	.	chrVII	-	735630	735758	0.0	0.0	0.0
YGR117C	.	chrVII	-	725049	726479	0.0	0.0	0.0
YGL003C	CDH1	chrVII	-	492474	494174	0.0	0.0	0.0
YGR061C	ADE6	chrVII	-	611889	615965	0.0	0.0	0.0
snR7-L	.	chrVII	-	939459	939672	0.0	0.0	0.0
YGR035W-A	.	chrVII	+	557565	557786	0.0	0.0	0.0
YGR145W	ENP2	chrVII	+	781767	783890	0.0	0.0	0.0
YGR014W	MSB2	chrVII	+	516943	520863	0.0	0.0	0.0
YGR247W	CPD1	chrVII	+	984966	985685	0.0	0.0	0.0
YGL175C	SAE2	chrVII	-	173285	174322	0.0	0.0	0.0
YGR051C	.	chrVII	-	592906	593229	0.0	0.0	0.0
YGL083W	SCY1	chrVII	+	353058	355472	0.0	0.0	0.0
YGR027C	RPS25A	chrVII	-	534132	534458	0.0	0.0	0.0
YGL097W	SRM1	chrVII	+	321782	323230	0.0	0.0	0.0
tF(GAA)G	.	chrVII	-	440716	440807	0.0	0.0	0.0
YGR102C	GTF1	chrVII	-	694584	695135	0.0	0.0	0.0
YGR142W	BTN2	chrVII	+	772454	773686	0.0	0.0	0.0
YGR203W	YCH1	chrVII	+	905237	905683	0.0	0.0	0.0
YGL209W	MIG2	chrVII	+	95858	97006	0.0	0.0	0.0
YGR079W	.	chrVII	+	640720	641832	0.0	0.0	0.0
YGR154C	GTO1	chrVII	-	796798	797868	0.0	0.0	0.0
YGL009C	LEU1	chrVII	-	476313	478652	0.0	0.0	0.0
YGL108C	.	chrVII	-	303649	304071	0.0	0.0	0.0
YGR066C	.	chrVII	-	620921	621799	0.0	0.0	0.0
YGR206W	MVB12	chrVII	+	910432	910737	0.0	0.0	0.0
YGR035C	.	chrVII	-	557072	557422	0.0	0.0	0.0
YGL109W	.	chrVII	+	303513	303836	0.0	0.0	0.0
YGL140C	.	chrVII	-	241353	245012	0.0	0.0	0.0
YGL041C-B	.	chrVII	-	418704	418886	0.0	0.0	0.0
YGR064W	.	chrVII	+	617621	617989	0.0	0.0	0.0
YGR105W	VMA21	chrVII	+	698599	698832	0.0	0.0	0.0
YGR133W	PEX4	chrVII	+	756896	757447	0.0	0.0	0.0
YGR159C	NSR1	chrVII	-	806412	807656	0.0	0.0	0.0
YGR236C	SPG1	chrVII	-	962530	962817	0.0	0.0	0.0
YGL157W	ARI1	chrVII	+	209006	210049	0.0	0.0	0.0
tR(UCU)G1	.	chrVII	+	405470	405541	0.0	0.0	0.0
YGL152C	.	chrVII	-	216692	217369	0.0	0.0	0.0
YGR271C-A	EFG1	chrVII	-	1037800	1038501	0.0	0.0	0.0
YGL161C	YIP5	chrVII	-	199210	200142	0.0	0.0	0.0
YGR230W	BNS1	chrVII	+	951894	952307	0.0	0.0	0.0
YGL116W	CDC20	chrVII	+	289809	291641	0.0	0.0	0.0
YGL231C	EMC4	chrVII	-	63048	63620	0.0	0.0	0.0
YGL142C	GPI10	chrVII	-	236269	238119	0.0	0.0	0.0
YGR260W	TNA1	chrVII	+	1012485	1014089	0.0	0.0	0.0
YGL005C	COG7	chrVII	-	489708	490547	0.0	0.0	0.0
tH(GUG)G1	.	chrVII	-	110625	110696	0.0	0.0	0.0
YGL064C	MRH4	chrVII	-	381523	383208	0.0	0.0	0.0
YGL206C	CHC1	chrVII	-	102543	107504	0.0	0.0	0.0
YGL258W	VEL1	chrVII	+	11110	11730	0.0	0.0	0.0
YGR171C	MSM1	chrVII	-	840824	842551	0.0	0.0	0.0
YGR278W	CWC22	chrVII	+	1046731	1048464	0.0	0.0	0.0
YGL093W	SPC105	chrVII	+	334886	337639	0.0	0.0	0.0
YGL062W	PYC1	chrVII	+	385196	388732	0.0	0.0	0.0
YGL259W	YPS5	chrVII	+	8470	8967	0.0	0.0	0.0
YGR186W	TFG1	chrVII	+	867774	869981	0.0	0.0	0.0
YGR287C	IMA1	chrVII	-	1067222	1068991	0.0	0.0	0.0
YGL168W	HUR1	chrVII	+	187464	187796	0.0	0.0	0.0
YGR021W	.	chrVII	+	527632	528504	0.0	0.0	0.0
YGL105W	ARC1	chrVII	+	307437	308567	0.0	0.0	0.0
YGL102C	.	chrVII	-	311505	311933	0.0	0.0	0.0
YGL207W	SPT16	chrVII	+	98969	102076	0.0	0.0	0.0
YGR199W	PMT6	chrVII	+	897502	899781	0.0	0.0	0.0
YGR257C	MTM1	chrVII	-	1006205	1007305	0.0	0.0	0.0
YGL137W	SEC27	chrVII	+	249869	252738	0.0	0.0	0.0
