transcript_id,batch1,batch2,chem1,chem2
YJL093C_mRNA,0,0,0,0
YJL092W_mRNA,0,0,0,0
YJL091C_mRNA,0,0,0,0
YJL090C_mRNA,0,0,0,0
YJL089W_mRNA,0,0,0,0
YJL088W_mRNA,0,0,0,0
YJL087C_mRNA,0,0,0,0
YJL086C_mRNA,0,0,0,0
YJL085W_mRNA,0,0,0,0
YJL084C_mRNA,0,0,0,0
YJL083W_mRNA,0,0,0,0
YJL082W_mRNA,0,0,0,0
YJL081C_mRNA,0,0,0,0
YJL080C_mRNA,0,0,0,0
YJL079C_mRNA,0,0,0,0
YJL078C_mRNA,0,0,0,0
YJL077W-B_mRNA,0,0,0,0
YJL077C_mRNA,0,0,0,0
YJL077W-A_mRNA,0,0,0,0
YJL076W_mRNA,0,0,0,0
YJL075C_mRNA,0,0,0,0
YJL074C_mRNA,0,0,0,0
YJL073W_mRNA,0,0,0,0
YJL072C_mRNA,0,0,0,0
YJL071W_mRNA,0,0,0,0
YJL070C_mRNA,0,0,0,0
YJL069C_mRNA,0,0,0,0
YJL068C_mRNA,0,0,0,0
YJL067W_mRNA,0,0,0,0
YJL066C_mRNA,0,0,0,0
YJL065C_mRNA,0,0,0,0
YJL064W_mRNA,0,0,0,0
YJL063C_mRNA,0,0,0,0
YJL062W-A_mRNA,0,0,0,0
YJL062W_mRNA,0,0,0,0
YJL061W_mRNA,0,0,0,0
YJL060W_mRNA,0,0,0,0
YJL059W_mRNA,0,0,0,0
YJL058C_mRNA,0,0,0,0
YJL057C_mRNA,0,0,0,0
YJL056C_mRNA,0,0,0,0
YJL055W_mRNA,0,0,0,0
YJL054W_mRNA,0,0,0,0
YJL053W_mRNA,0,0,0,0
YJL052C-A_mRNA,0,0,0,0
YJL052W_mRNA,0,0,0,0
YJL051W_mRNA,0,0,0,0
YJL050W_mRNA,0,0,0,0
YJL049W_mRNA,0,0,0,0
YJL048C_mRNA,0,0,0,0
YJL047C-A_mRNA,0,0,0,0
snR60_snoRNA,0,0,0,0
YJL047C_mRNA,0,0,0,0
YJL046W_mRNA,0,0,0,0
tY(GUA)J1_tRNA,0,0,0,0
tR(UCU)J1_tRNA,0,0,0,0
tD(GUC)J2_tRNA,0,0,0,0
YJL045W_mRNA,0,0,0,0
YJL044C_mRNA,0,0,0,0
YJL043W_mRNA,0,0,0,0
YJL042W_mRNA,0,0,0,0
YJL041W_mRNA,0,0,0,0
YJL039C_mRNA,0,0,0,0
tD(GUC)J3_tRNA,0,0,0,0
tR(UCU)J2_tRNA,0,0,0,0
YJL038C_mRNA,0,0,0,0
YJL037W_mRNA,0,0,0,0
tV(AAC)J_tRNA,0,0,0,0
YJL036W_mRNA,0,0,0,0
YJL035C_mRNA,0,0,0,0
YJL034W_mRNA,0,0,0,0
YJL033W_mRNA,0,0,0,0
YJL032W_mRNA,0,0,0,0
YJL031C_mRNA,0,0,0,0
YJL030W_mRNA,0,0,0,0
YJL029C_mRNA,0,0,0,0
tM(CAU)J1_tRNA,0,0,0,0
YJL028W_mRNA,0,0,0,0
YJL027C_mRNA,0,0,0,0
YJL026W_mRNA,0,0,0,0
YJL026C-A_mRNA,0,0,0,0
YJL025W_mRNA,0,0,0,0
YJL024C_mRNA,0,0,0,0
tG(GCC)J1_tRNA,0,0,0,0
YJL023C_mRNA,0,0,0,0
YJL022W_mRNA,0,0,0,0
YJL020C_mRNA,0,0,0,0
YJL020W-A_mRNA,0,0,0,0
YJL019W_mRNA,0,0,0,0
YJL016W_mRNA,0,0,0,0
YJL015C_mRNA,0,0,0,0
YJL014W_mRNA,0,0,0,0
YJL013C_mRNA,0,0,0,0
YJL012C_mRNA,0,0,0,0
YJL011C_mRNA,0,0,0,0
tK(CUU)J_tRNA,0,0,0,0
tW(CCA)J_tRNA,0,0,0,0
YJL010C_mRNA,0,0,0,0
YJL009W_mRNA,0,0,0,0
YJL008C_mRNA,0,0,0,0
YJL007C_mRNA,0,0,0,0
tM(CAU)J2_tRNA,0,0,0,0
YJL006C_mRNA,0,0,0,0
tL(UAA)J_tRNA,0,0,0,0
YJL005W_mRNA,0,0,0,0
YJL004C_mRNA,0,0,0,0
YJL003W_mRNA,0,0,0,0
YJL002C_mRNA,0,0,0,0
YJL001W_mRNA,0,0,0,0
YJR001W_mRNA,0,0,0,0
YJR002W_mRNA,0,0,0,0
YJR003C_mRNA,0,0,0,0
YJR004C_mRNA,0,0,0,0
YJR005W_mRNA,0,0,0,0
YJR005C-A_mRNA,0,0,0,0
YJR006W_mRNA,0,0,0,0
YJR007W_mRNA,0,0,0,0
YJR008W_mRNA,0,0,0,0
YJR009C_mRNA,0,0,0,0
YJR010W_mRNA,0,0,0,0
YJR010C-A_mRNA,0,0,0,0
YJR011C_mRNA,0,0,0,0
YJR012C_mRNA,0,0,0,0
YJR013W_mRNA,0,0,0,0
YJR014W_mRNA,0,0,0,0
YJR015W_mRNA,0,0,0,0
YJR016C_mRNA,0,0,0,0
YJR017C_mRNA,0,0,0,0
YJR018W_mRNA,0,0,0,0
YJR019C_mRNA,0,0,0,0
YJR020W_mRNA,0,0,0,0
YJR021C_mRNA,0,0,0,0
YJR022W_mRNA,0,0,0,0
YJR023C_mRNA,0,0,0,0
YJR024C_mRNA,0,0,0,0
YJR025C_mRNA,0,0,0,0
YJR030C_mRNA,0,0,0,0
YJR031C_mRNA,0,0,0,0
YJR032W_mRNA,0,0,0,0
YJR033C_mRNA,0,0,0,0
YJR034W_mRNA,0,0,0,0
YJR035W_mRNA,0,0,0,0
YJR036C_mRNA,0,0,0,0
YJR037W_mRNA,0,0,0,0
YJR038C_mRNA,0,0,0,0
YJR039W_mRNA,0,0,0,0
YJR040W_mRNA,0,0,0,0
YJR041C_mRNA,0,0,0,0
YJR042W_mRNA,0,0,0,0
YJR043C_mRNA,0,0,0,0
tM(CAU)J3_tRNA,0,0,0,0
YJR044C_mRNA,0,0,0,0
YJR045C_mRNA,0,0,0,0
YJR046W_mRNA,0,0,0,0
tS(AGA)J_tRNA,0,0,0,0
YJR047C_mRNA,0,0,0,0
YJR048W_mRNA,0,0,0,0
YJR049C_mRNA,0,0,0,0
YJR050W_mRNA,0,0,0,0
YJR051W_mRNA,0,0,0,0
tG(GCC)J2_tRNA,0,0,0,0
YJR052W_mRNA,0,0,0,0
YJR053W_mRNA,0,0,0,0
YJR054W_mRNA,0,0,0,0
tR(CCU)J_tRNA,0,0,0,0
YJR055W_mRNA,0,0,0,0
tD(GUC)J4_tRNA,0,0,0,0
YJR056C_mRNA,0,0,0,0
tY(GUA)J2_tRNA,0,0,0,0
YJR057W_mRNA,0,0,0,0
YJR058C_mRNA,0,0,0,0
YJR059W_mRNA,0,0,0,0
YJR060W_mRNA,0,0,0,0
YJR061W_mRNA,0,0,0,0
YJR062C_mRNA,0,0,0,0
YJR063W_mRNA,0,0,0,0
YJR064W_mRNA,0,0,0,0
YJR065C_mRNA,0,0,0,0
YJR066W_mRNA,0,0,0,0
YJR067C_mRNA,0,0,0,0
YJR068W_mRNA,0,0,0,0
YJR069C_mRNA,0,0,0,0
YJR070C_mRNA,0,0,0,0
YJR071W_mRNA,0,0,0,0
YJR072C_mRNA,0,0,0,0
YJR073C_mRNA,0,0,0,0
YJR074W_mRNA,0,0,0,0
YJR075W_mRNA,0,0,0,0
YJR076C_mRNA,0,0,0,0
YJR077C_mRNA,0,0,0,0
YJR078W_mRNA,0,0,0,0
YJR079W_mRNA,0,0,0,0
YJR080C_mRNA,0,0,0,0
YJR082C_mRNA,0,0,0,0
YJR083C_mRNA,0,0,0,0
YJR084W_mRNA,0,0,0,0
YJR085C_mRNA,0,0,0,0
YJR086W_mRNA,0,0,0,0
YJR087W_mRNA,0,0,0,0
YJR088C_mRNA,0,0,0,0
YJR089W_mRNA,0,0,0,0
YJR090C_mRNA,0,0,0,0
YJR091C_mRNA,0,0,0,0
YJR092W_mRNA,0,0,0,0
YJR093C_mRNA,0,0,0,0
YJR094C_mRNA,0,0,0,0
IRT1_ncRNA,0,0,0,0
YJR094W-A_mRNA,0,0,0,0
YJR095W_mRNA,0,0,0,0
YJR096W_mRNA,0,0,0,0
YJR097W_mRNA,0,0,0,0
YJR098C_mRNA,0,0,0,0
YJR099W_mRNA,0,0,0,0
YJR100C_mRNA,0,0,0,0
tL(UAG)J_tRNA,0,0,0,0
YJR101W_mRNA,0,0,0,0
YJR102C_mRNA,0,0,0,0
YJR103W_mRNA,0,0,0,0
YJR104C_mRNA,0,0,0,0
YJR105W_mRNA,0,0,0,0
YJR106W_mRNA,0,0,0,0
YJR107W_mRNA,0,0,0,0
YJR108W_mRNA,0,0,0,0
YJR109C_mRNA,0,0,0,0
YJR110W_mRNA,0,0,0,0
YJR111C_mRNA,0,0,0,0
YJR112W_mRNA,0,0,0,0
YJR112W-A_mRNA,0,0,0,0
YJR113C_mRNA,0,0,0,0
YJR114W_mRNA,0,0,0,0
YJR115W_mRNA,0,0,0,0
YJR116W_mRNA,0,0,0,0
YJR117W_mRNA,0,0,0,0
YJR118C_mRNA,0,0,0,0
YJR119C_mRNA,0,0,0,0
YJR120W_mRNA,0,0,0,0
YJR121W_mRNA,0,0,0,0
YJR122W_mRNA,0,0,0,0
YJR123W_mRNA,0,0,0,0
YJR124C_mRNA,0,0,0,0
YJR125C_mRNA,0,0,0,0
YJR126C_mRNA,0,0,0,0
YJR127C_mRNA,0,0,0,0
YJR128W_mRNA,0,0,0,0
snR3_snoRNA,0,0,0,0
YJR129C_mRNA,0,0,0,0
YJR130C_mRNA,0,0,0,0
YJR131W_mRNA,0,0,0,0
YJR132W_mRNA,0,0,0,0
YJR133W_mRNA,0,0,0,0
YJR134C_mRNA,0,0,0,0
YJR135C_mRNA,0,0,0,0
YJR135W-A_mRNA,0,0,0,0
YJR136C_mRNA,0,0,0,0
YJR137C_mRNA,0,0,0,0
YJR138W_mRNA,0,0,0,0
YJR139C_mRNA,0,0,0,0
YJR140C_mRNA,0,0,0,0
YJR140W-A_mRNA,0,0,0,0
YJR141W_mRNA,0,0,0,0
YJR142W_mRNA,0,0,0,0
YJR143C_mRNA,0,0,0,0
YJR144W_mRNA,0,0,0,0
YJR145C_mRNA,0,0,0,0
YJR146W_mRNA,0,0,0,0
YJR147W_mRNA,0,0,0,0
YJR148W_mRNA,0,0,0,0
YJR149W_mRNA,0,0,0,0
YJR150C_mRNA,0,0,0,0
YJR151C_mRNA,0,0,0,0
YJR151W-A_mRNA,0,0,0,0
YJR152W_mRNA,0,0,0,0
YJR153W_mRNA,0,0,0,0
YJR154W_mRNA,0,0,0,0
YJR155W_mRNA,0,0,0,0
YJR156C_mRNA,0,0,0,0
YJR157W_mRNA,0,0,0,0
YJR158W_mRNA,0,0,0,0
YJR159W_mRNA,0,0,0,0
YJR160C_mRNA,0,0,0,0
YJR161C_mRNA,0,0,0,0
YJR162C_mRNA,0,0,0,0
YLL067C_mRNA,0,0,0,0
YLL067W-A_mRNA,0,0,0,0
YLL066W-B_mRNA,0,0,0,0
YLL066C_mRNA,0,0,0,0
YLL066W-A_mRNA,0,0,0,0
YLL065W_mRNA,0,0,0,0
YLL064C_mRNA,0,0,0,0
YLL063C_mRNA,0,0,0,0
YLL062C_mRNA,0,0,0,0
YLL061W_mRNA,0,0,0,0
YLL060C_mRNA,0,0,0,0
YLL059C_mRNA,0,0,0,0
YLL058W_mRNA,0,0,0,0
YLL057C_mRNA,0,0,0,0
YLL056C_mRNA,0,0,0,0
YLL055W_mRNA,0,0,0,0
YLL054C_mRNA,0,0,0,0
YLL053C_mRNA,0,0,0,0
YLL052C_mRNA,0,0,0,0
YLL051C_mRNA,0,0,0,0
YLL050C_mRNA,0,0,0,0
YLL049W_mRNA,0,0,0,0
YLL048C_mRNA,0,0,0,0
YLL047W_mRNA,0,0,0,0
YLL046C_mRNA,0,0,0,0
YLL045C_mRNA,0,0,0,0
YLL044W_mRNA,0,0,0,0
YLL043W_mRNA,0,0,0,0
YLL042C_mRNA,0,0,0,0
YLL041C_mRNA,0,0,0,0
YLL040C_mRNA,0,0,0,0
YLL039C_mRNA,0,0,0,0
YLL038C_mRNA,0,0,0,0
YLL037W_mRNA,0,0,0,0
YLL036C_mRNA,0,0,0,0
YLL035W_mRNA,0,0,0,0
YLL034C_mRNA,0,0,0,0
YLL033W_mRNA,0,0,0,0
YLL032C_mRNA,0,0,0,0
YLL031C_mRNA,0,0,0,0
YLL030C_mRNA,0,0,0,0
YLL029W_mRNA,0,0,0,0
YLL028W_mRNA,0,0,0,0
YLL027W_mRNA,0,0,0,0
YLL026W_mRNA,0,0,0,0
tP(UGG)L_tRNA,0,0,0,0
YLL025W_mRNA,0,0,0,0
YLL023C_mRNA,0,0,0,0
YLL022C_mRNA,0,0,0,0
YLL021W_mRNA,0,0,0,0
YLL020C_mRNA,0,0,0,0
YLL019C_mRNA,0,0,0,0
YLL019W-A_mRNA,0,0,0,0
YLL018C-A_mRNA,0,0,0,0
YLL018C_mRNA,0,0,0,0
YLL017W,0,0,0,0
YLL016W,0,0,0,0
YLL015W_mRNA,0,0,0,0
YLL014W_mRNA,0,0,0,0
YLL013C_mRNA,0,0,0,0
YLL012W_mRNA,0,0,0,0
YLL011W_mRNA,0,0,0,0
YLL010C_mRNA,0,0,0,0
YLL009C_mRNA,0,0,0,0
YLL008W_mRNA,0,0,0,0
YLL007C_mRNA,0,0,0,0
YLL006W-A_mRNA,0,0,0,0
YLL006W_mRNA,0,0,0,0
YLL005C_mRNA,0,0,0,0
YLL004W_mRNA,0,0,0,0
YLL003W_mRNA,0,0,0,0
YLL002W_mRNA,0,0,0,0
YLL001W_mRNA,0,0,0,0
YLR001C_mRNA,0,0,0,0
YLR002C_mRNA,0,0,0,0
YLR003C_mRNA,0,0,0,0
YLR004C_mRNA,0,0,0,0
YLR005W_mRNA,0,0,0,0
YLR006C_mRNA,0,0,0,0
YLR007W_mRNA,0,0,0,0
YLR008C_mRNA,0,0,0,0
YLR009W_mRNA,0,0,0,0
YLR010C_mRNA,0,0,0,0
tS(AGA)L_tRNA,0,0,0,0
YLR011W_mRNA,0,0,0,0
YLR012C_mRNA,0,0,0,0
YLR013W_mRNA,0,0,0,0
YLR014C_mRNA,0,0,0,0
YLR015W_mRNA,0,0,0,0
YLR016C_mRNA,0,0,0,0
YLR017W_mRNA,0,0,0,0
YLR018C_mRNA,0,0,0,0
YLR019W_mRNA,0,0,0,0
YLR020C_mRNA,0,0,0,0
YLR021W_mRNA,0,0,0,0
YLR022C_mRNA,0,0,0,0
YLR023C_mRNA,0,0,0,0
YLR024C_mRNA,0,0,0,0
YLR025W_mRNA,0,0,0,0
YLR026C_mRNA,0,0,0,0
YLR027C_mRNA,0,0,0,0
snR30_snoRNA,0,0,0,0
YLR028C_mRNA,0,0,0,0
YLR029C_mRNA,0,0,0,0
YLR030W_mRNA,0,0,0,0
YLR031W_mRNA,0,0,0,0
YLR032W_mRNA,0,0,0,0
YLR033W_mRNA,0,0,0,0
YLR034C_mRNA,0,0,0,0
YLR035C_mRNA,0,0,0,0
tA(UGC)L_tRNA,0,0,0,0
YLR036C_mRNA,0,0,0,0
YLR037C_mRNA,0,0,0,0
YLR038C_mRNA,0,0,0,0
YLR039C_mRNA,0,0,0,0
YLR040C_mRNA,0,0,0,0
YLR041W_mRNA,0,0,0,0
YLR042C_mRNA,0,0,0,0
YLR043C_mRNA,0,0,0,0
YLR044C_mRNA,0,0,0,0
YLR045C_mRNA,0,0,0,0
YLR046C_mRNA,0,0,0,0
YLR047C_mRNA,0,0,0,0
YLR048W_mRNA,0,0,0,0
YLR049C_mRNA,0,0,0,0
YLR050C_mRNA,0,0,0,0
YLR051C_mRNA,0,0,0,0
YLR052W_mRNA,0,0,0,0
YLR053C_mRNA,0,0,0,0
YLR054C_mRNA,0,0,0,0
YLR055C_mRNA,0,0,0,0
YLR056W_mRNA,0,0,0,0
YLR057W_mRNA,0,0,0,0
YLR058C_mRNA,0,0,0,0
YLR059C_mRNA,0,0,0,0
YLR060W_mRNA,0,0,0,0
YLR061W_mRNA,0,0,0,0
YLR062C_mRNA,0,0,0,0
YLR063W_mRNA,0,0,0,0
YLR064W_mRNA,0,0,0,0
YLR065C_mRNA,0,0,0,0
YLR066W_mRNA,0,0,0,0
YLR067C_mRNA,0,0,0,0
YLR068W_mRNA,0,0,0,0
YLR069C_mRNA,0,0,0,0
YLR070C_mRNA,0,0,0,0
YLR071C_mRNA,0,0,0,0
YLR072W_mRNA,0,0,0,0
YLR073C_mRNA,0,0,0,0
YLR074C_mRNA,0,0,0,0
YLR075W_mRNA,0,0,0,0
YLR076C_mRNA,0,0,0,0
YLR077W_mRNA,0,0,0,0
YLR078C_mRNA,0,0,0,0
YLR079W_mRNA,0,0,0,0
YLR080W_mRNA,0,0,0,0
YLR081W_mRNA,0,0,0,0
YLR082C_mRNA,0,0,0,0
YLR083C_mRNA,0,0,0,0
YLR084C_mRNA,0,0,0,0
YLR085C_mRNA,0,0,0,0
YLR086W_mRNA,0,0,0,0
YLR087C_mRNA,0,0,0,0
YLR088W_mRNA,0,0,0,0
YLR089C_mRNA,0,0,0,0
YLR090W_mRNA,0,0,0,0
YLR091W_mRNA,0,0,0,0
YLR092W_mRNA,0,0,0,0
YLR093C_mRNA,0,0,0,0
YLR094C_mRNA,0,0,0,0
YLR095C_mRNA,0,0,0,0
YLR096W_mRNA,0,0,0,0
YLR097C_mRNA,0,0,0,0
YLR098C_mRNA,0,0,0,0
YLR099C_mRNA,0,0,0,0
YLR099W-A_mRNA,0,0,0,0
YLR100W_mRNA,0,0,0,0
YLR101C_mRNA,0,0,0,0
YLR102C_mRNA,0,0,0,0
YLR103C_mRNA,0,0,0,0
YLR104W_mRNA,0,0,0,0
YLR105C_mRNA,0,0,0,0
snR79_snoRNA,0,0,0,0
YLR106C_mRNA,0,0,0,0
YLR107W_mRNA,0,0,0,0
snR6_snRNA,0,0,0,0
YLR108C_mRNA,0,0,0,0
YLR109W_mRNA,0,0,0,0
YLR110C_mRNA,0,0,0,0
YLR111W_mRNA,0,0,0,0
YLR112W_mRNA,0,0,0,0
YLR113W_mRNA,0,0,0,0
tR(ACG)L_tRNA,0,0,0,0
YLR114C_mRNA,0,0,0,0
YLR115W_mRNA,0,0,0,0
YLR116W_mRNA,0,0,0,0
YLR117C_mRNA,0,0,0,0
YLR118C_mRNA,0,0,0,0
YLR119W_mRNA,0,0,0,0
YLR120C_mRNA,0,0,0,0
YLR120W-A_mRNA,0,0,0,0
YLR121C_mRNA,0,0,0,0
YLR122C_mRNA,0,0,0,0
YLR123C_mRNA,0,0,0,0
YLR124W_mRNA,0,0,0,0
YLR125W_mRNA,0,0,0,0
YLR126C_mRNA,0,0,0,0
YLR127C_mRNA,0,0,0,0
YLR128W_mRNA,0,0,0,0
YLR129W_mRNA,0,0,0,0
YLR130C_mRNA,0,0,0,0
YLR131C_mRNA,0,0,0,0
YLR132C_mRNA,0,0,0,0
YLR133W_mRNA,0,0,0,0
YLR134W_mRNA,0,0,0,0
YLR135W_mRNA,0,0,0,0
YLR136C_mRNA,0,0,0,0
YLR137W_mRNA,0,0,0,0
YLR138W_mRNA,0,0,0,0
YLR139C_mRNA,0,0,0,0
YLR140W_mRNA,0,0,0,0
YLR141W_mRNA,0,0,0,0
YLR142W_mRNA,0,0,0,0
tD(GUC)L1_tRNA,0,0,0,0
YLR143W_mRNA,0,0,0,0
YLR144C_mRNA,0,0,0,0
YLR145W_mRNA,0,0,0,0
YLR146C_mRNA,0,0,0,0
YLR146W-A_mRNA,0,0,0,0
YLR147C_mRNA,0,0,0,0
YLR148W_mRNA,0,0,0,0
YLR149C_mRNA,0,0,0,0
YLR149C-A_mRNA,0,0,0,0
YLR150W_mRNA,0,0,0,0
YLR151C_mRNA,0,0,0,0
YLR152C_mRNA,0,0,0,0
YLR153C_mRNA,0,0,0,0
YLR154C_mRNA,0,0,0,0
tQ(UUG)L_tRNA,0,0,0,0
ETS2-1_rRNA,0,0,0,0
RDN25-1_rRNA,0,0,0,0
RDN37-1_rRNA,0,0,0,0
YLR154W-A_mRNA,0,0,0,0
YLR154W-B_mRNA,0,0,0,0
YLR154W-C_mRNA,0,0,0,0
ITS2-1_rRNA,0,0,0,0
RDN58-1_rRNA,0,0,0,0
YLR154W-E_mRNA,0,0,0,0
ITS1-1_rRNA,0,0,0,0
YLR154W-F_mRNA,0,0,0,0
RDN18-1_rRNA,0,0,0,0
ETS1-1_rRNA,0,0,0,0
RDN5-1_rRNA,0,0,0,0
ETS2-2_rRNA,0,0,0,0
RDN25-2_rRNA,0,0,0,0
RDN37-2_rRNA,0,0,0,0
YLR154C-G_mRNA,0,0,0,0
ITS2-2_rRNA,0,0,0,0
RDN58-2_rRNA,0,0,0,0
ITS1-2_rRNA,0,0,0,0
RDN18-2_rRNA,0,0,0,0
ETS1-2_rRNA,0,0,0,0
RDN5-2_rRNA,0,0,0,0
YLR154C-H_mRNA,0,0,0,0
YLR155C_mRNA,0,0,0,0
YLR156W_mRNA,0,0,0,0
RDN5-3_rRNA,0,0,0,0
YLR156C-A_mRNA,0,0,0,0
YLR157C_mRNA,0,0,0,0
YLR157W-D_mRNA,0,0,0,0
RDN5-4_rRNA,0,0,0,0
YLR157C-C_mRNA,0,0,0,0
YLR158C_mRNA,0,0,0,0
YLR159W_mRNA,0,0,0,0
RDN5-5_rRNA,0,0,0,0
YLR159C-A_mRNA,0,0,0,0
YLR160C_mRNA,0,0,0,0
YLR161W_mRNA,0,0,0,0
RDN5-6_rRNA,0,0,0,0
YLR162W_mRNA,0,0,0,0
YLR162W-A_mRNA,0,0,0,0
YLR163C_mRNA,0,0,0,0
YLR163W-A_mRNA,0,0,0,0
YLR164W_mRNA,0,0,0,0
YLR165C_mRNA,0,0,0,0
YLR166C_mRNA,0,0,0,0
YLR167W_mRNA,0,0,0,0
YLR168C_mRNA,0,0,0,0
YLR169W_mRNA,0,0,0,0
YLR170C_mRNA,0,0,0,0
YLR171W_mRNA,0,0,0,0
YLR172C_mRNA,0,0,0,0
YLR173W_mRNA,0,0,0,0
YLR174W_mRNA,0,0,0,0
YLR175W_mRNA,0,0,0,0
YLR176C_mRNA,0,0,0,0
YLR177W_mRNA,0,0,0,0
YLR178C_mRNA,0,0,0,0
YLR179C_mRNA,0,0,0,0
YLR180W_mRNA,0,0,0,0
YLR181C_mRNA,0,0,0,0
YLR182W_mRNA,0,0,0,0
YLR183C_mRNA,0,0,0,0
YLR184W_mRNA,0,0,0,0
YLR185W_mRNA,0,0,0,0
YLR186W_mRNA,0,0,0,0
YLR187W_mRNA,0,0,0,0
YLR188W_mRNA,0,0,0,0
YLR189C_mRNA,0,0,0,0
YLR190W_mRNA,0,0,0,0
YLR191W_mRNA,0,0,0,0
YLR192C_mRNA,0,0,0,0
YLR193C_mRNA,0,0,0,0
YLR194C_mRNA,0,0,0,0
YLR195C_mRNA,0,0,0,0
YLR196W_mRNA,0,0,0,0
YLR197W_mRNA,0,0,0,0
YLR198C_mRNA,0,0,0,0
YLR199C_mRNA,0,0,0,0
YLR200W_mRNA,0,0,0,0
YLR201C_mRNA,0,0,0,0
YLR202C_mRNA,0,0,0,0
YLR203C_mRNA,0,0,0,0
YLR204W_mRNA,0,0,0,0
YLR205C_mRNA,0,0,0,0
YLR206W_mRNA,0,0,0,0
YLR207W_mRNA,0,0,0,0
YLR208W_mRNA,0,0,0,0
YLR209C_mRNA,0,0,0,0
YLR210W_mRNA,0,0,0,0
YLR211C_mRNA,0,0,0,0
YLR212C_mRNA,0,0,0,0
YLR213C_mRNA,0,0,0,0
YLR214W_mRNA,0,0,0,0
YLR215C_mRNA,0,0,0,0
YLR216C_mRNA,0,0,0,0
YLR217W_mRNA,0,0,0,0
YLR218C_mRNA,0,0,0,0
YLR219W_mRNA,0,0,0,0
YLR220W_mRNA,0,0,0,0
YLR221C_mRNA,0,0,0,0
YLR222C_mRNA,0,0,0,0
YLR222C-A_mRNA,0,0,0,0
YLR223C_mRNA,0,0,0,0
YLR224W_mRNA,0,0,0,0
YLR225C_mRNA,0,0,0,0
YLR226W_mRNA,0,0,0,0
YLR227C_mRNA,0,0,0,0
tL(UAG)L1_tRNA,0,0,0,0
YLR228C_mRNA,0,0,0,0
YLR229C_mRNA,0,0,0,0
YLR230W_mRNA,0,0,0,0
tI(UAU)L_tRNA,0,0,0,0
YLR231C_mRNA,0,0,0,0
YLR232W_mRNA,0,0,0,0
YLR233C_mRNA,0,0,0,0
YLR234W_mRNA,0,0,0,0
YLR235C_mRNA,0,0,0,0
YLR236C_mRNA,0,0,0,0
YLR237W_mRNA,0,0,0,0
YLR238W_mRNA,0,0,0,0
YLR239C_mRNA,0,0,0,0
YLR240W_mRNA,0,0,0,0
YLR241W_mRNA,0,0,0,0
YLR242C_mRNA,0,0,0,0
YLR243W_mRNA,0,0,0,0
YLR244C_mRNA,0,0,0,0
YLR245C_mRNA,0,0,0,0
YLR246W_mRNA,0,0,0,0
tL(CAA)L_tRNA,0,0,0,0
YLR247C_mRNA,0,0,0,0
YLR248W_mRNA,0,0,0,0
YLR249W_mRNA,0,0,0,0
YLR250W_mRNA,0,0,0,0
YLR251W_mRNA,0,0,0,0
YLR252W_mRNA,0,0,0,0
YLR253W_mRNA,0,0,0,0
YLR254C_mRNA,0,0,0,0
YLR255C_mRNA,0,0,0,0
YLR256W_mRNA,0,0,0,0
tA(AGC)L_tRNA,0,0,0,0
YLR257W_mRNA,0,0,0,0
YLR258W_mRNA,0,0,0,0
YLR259C_mRNA,0,0,0,0
YLR260W_mRNA,0,0,0,0
YLR261C_mRNA,0,0,0,0
YLR262C_mRNA,0,0,0,0
YLR262C-A_mRNA,0,0,0,0
YLR263W_mRNA,0,0,0,0
YLR264W_mRNA,0,0,0,0
YLR264C-A_mRNA,0,0,0,0
YLR265C_mRNA,0,0,0,0
YLR266C_mRNA,0,0,0,0
YLR267W_mRNA,0,0,0,0
YLR268W_mRNA,0,0,0,0
YLR269C_mRNA,0,0,0,0
YLR270W_mRNA,0,0,0,0
YLR271W_mRNA,0,0,0,0
YLR272C_mRNA,0,0,0,0
tV(AAC)L_tRNA,0,0,0,0
YLR273C_mRNA,0,0,0,0
YLR274W_mRNA,0,0,0,0
YLR275W_mRNA,0,0,0,0
YLR276C_mRNA,0,0,0,0
YLR277C_mRNA,0,0,0,0
YLR278C_mRNA,0,0,0,0
YLR279W_mRNA,0,0,0,0
YLR280C_mRNA,0,0,0,0
YLR281C_mRNA,0,0,0,0
YLR282C_mRNA,0,0,0,0
YLR283W_mRNA,0,0,0,0
YLR284C_mRNA,0,0,0,0
YLR285W_mRNA,0,0,0,0
YLR285C-A_mRNA,0,0,0,0
YLR286C_mRNA,0,0,0,0
YLR286W-A_mRNA,0,0,0,0
YLR287C_mRNA,0,0,0,0
YLR287C-A_mRNA,0,0,0,0
YLR288C_mRNA,0,0,0,0
YLR289W_mRNA,0,0,0,0
YLR290C_mRNA,0,0,0,0
YLR291C_mRNA,0,0,0,0
YLR292C_mRNA,0,0,0,0
YLR293C_mRNA,0,0,0,0
YLR294C_mRNA,0,0,0,0
YLR295C_mRNA,0,0,0,0
YLR296W_mRNA,0,0,0,0
YLR297W_mRNA,0,0,0,0
YLR298C_mRNA,0,0,0,0
YLR299W_mRNA,0,0,0,0
YLR299C-A_mRNA,0,0,0,0
YLR300W_mRNA,0,0,0,0
YLR301W_mRNA,0,0,0,0
tL(UAG)L2_tRNA,0,0,0,0
YLR302C_mRNA,0,0,0,0
YLR303W_mRNA,0,0,0,0
tI(AAU)L1_tRNA,0,0,0,0
YLR304C_mRNA,0,0,0,0
YLR305C_mRNA,0,0,0,0
YLR306W_mRNA,0,0,0,0
YLR307W_mRNA,0,0,0,0
YLR307C-A_mRNA,0,0,0,0
